date,rainfall_mm,min_air_temperature_c,max_air_temperature_c,solar_radiation_mj_per_m2,wind_speed_m_per_s
2016-11-25,12.2,12.8,19.3,8.01,7.31
2016-11-26,1.3,12.9,18.8,21.98,7.6
2016-11-27,2.8,12.4,17.6,16.2,10.51
2016-11-28,0.1,11.2,16.2,23.58,9.86
2016-11-29,0.0,11.8,17.1,16.99,7.26
2016-11-30,0.0,12.0,18.3,20.66,5.42
2016-12-01,1.6,11.5,19.0,18.73,3.85
2016-12-02,0.6,11.3,19.3,23.5,5.7
2016-12-03,0.0,9.8,20.5,22.25,3.48
2016-12-04,0.0,10.6,19.9,26.46,4.89
2016-12-05,0.2,12.4,22.2,27.32,3.44
2016-12-06,2.2,10.8,23.1,24.29,3.0
2016-12-07,1.1,13.3,22.5,20.66,6.22
2016-12-08,7.2,15.2,19.1,5.41,5.7
2016-12-09,1.4,16.2,23.3,19.95,3.35
2016-12-10,4.4,15.2,21.8,10.79,5.86
2016-12-11,3.7,11.8,17.1,28.14,10.12
2016-12-12,0.4,12.8,17.9,24.63,9.35
2016-12-13,0.0,9.2,17.8,27.61,6.13
2016-12-14,0.6,12.5,19.4,14.19,9.42
2016-12-15,1.3,14.0,20.1,12.87,9.94
2016-12-16,0.0,12.3,18.1,27.58,8.56
2016-12-17,0.0,9.0,20.7,32.76,3.76
2016-12-18,0.0,9.0,22.0,27.37,4.78
2016-12-19,3.3,12.3,20.8,14.36,8.1
2016-12-20,0.0,9.2,20.1,32.53,3.86
2016-12-21,0.0,8.1,24.4,30.47,3.3
2016-12-22,2.2,11.9,22.9,21.55,5.2
2016-12-23,3.6,12.3,17.7,28.1,10.14
2016-12-24,0.0,9.4,19.1,24.67,9.1
2016-12-25,0.0,12.9,19.8,23.67,6.74
2016-12-26,0.0,10.9,21.7,23.42,3.89
2016-12-27,0.0,13.4,19.0,21.12,7.07
2016-12-28,0.0,12.7,21.0,30.21,7.04
2016-12-29,0.1,11.8,16.8,15.01,7.92
2016-12-30,0.0,8.9,20.9,23.91,3.18
2016-12-31,0.0,10.0,21.4,23.82,3.67
2017-01-01,1.4,15.0,23.0,18.32,6.28
2017-01-02,0.4,16.1,21.2,5.39,7.34
2017-01-03,3.9,18.2,22.1,7.06,8.85
2017-01-04,0.3,14.0,18.6,23.36,9.32
2017-01-05,0.0,9.6,19.8,32.59,5.54
2017-01-06,0.0,8.9,18.5,20.85,5.17
2017-01-07,0.3,11.8,20.0,29.42,6.94
2017-01-08,0.0,13.4,19.7,21.3,8.1
2017-01-09,0.5,13.9,20.4,19.08,8.29
2017-01-10,0.0,14.2,22.9,21.11,7.7
2017-01-11,0.0,15.0,24.0,23.8,6.66
2017-01-12,0.0,16.5,23.6,24.65,7.31
2017-01-13,1.2,14.5,23.1,26.79,7.8
2017-01-14,0.1,12.6,22.1,28.41,3.73
2017-01-15,2.1,15.4,24.1,7.97,10.71
2017-01-16,0.0,13.4,20.9,31.09,7.57
2017-01-17,0.0,10.9,23.1,32.67,7.74
2017-01-18,0.0,12.6,23.1,20.36,8.08
2017-01-19,6.6,14.2,19.5,12.16,9.78
2017-01-20,0.7,12.0,18.4,27.68,7.67
2017-01-21,4.3,8.7,22.1,21.77,8.99
2017-01-22,11.5,15.9,20.3,20.33,11.2
2017-01-23,0.3,14.6,19.2,20.62,9.36
2017-01-24,0.0,12.0,21.0,26.57,4.27
2017-01-25,1.3,12.7,20.0,9.17,8.71
2017-01-26,0.0,9.7,20.6,28.33,6.55
2017-01-27,0.0,11.5,21.0,28.88,6.58
2017-01-28,0.0,12.5,24.2,31.53,4.6
2017-01-29,0.0,11.8,24.4,29.23,5.88
2017-01-30,0.0,11.8,24.2,21.47,5.41
2017-01-31,0.1,15.2,23.9,20.51,5.15
2017-02-01,1.2,15.4,22.6,17.18,5.74
2017-02-02,0.5,17.3,24.8,13.35,7.73
2017-02-03,1.4,14.0,24.8,24.09,8.1
2017-02-04,0.0,10.9,22.4,29.76,6.95
2017-02-05,0.0,13.2,25.3,28.39,4.9
2017-02-06,0.0,11.8,26.2,29.77,5.5
2017-02-07,0.4,17.8,26.7,18.34,6.43
2017-02-08,5.6,15.4,23.2,13.96,5.9
2017-02-09,0.3,14.6,22.0,18.37,5.06
2017-02-10,0.1,11.9,21.3,23.01,4.47
2017-02-11,0.0,10.8,23.3,28.24,6.8
2017-02-12,0.4,12.6,24.3,14.33,8.91
2017-02-13,0.3,18.7,24.5,9.77,11.14
2017-02-14,2.1,17.5,21.8,7.82,3.77
2017-02-15,0.0,15.0,23.0,16.48,4.93
2017-02-16,39.0,15.7,19.8,3.48,6.39
2017-02-17,20.1,18.5,21.4,8.49,4.98
2017-02-18,28.0,17.9,23.4,9.92,4.57
2017-02-19,1.4,18.8,24.3,14.06,5.75
2017-02-20,0.0,17.1,23.7,20.08,6.45
2017-02-21,0.1,15.0,24.1,22.6,3.98
2017-02-22,0.0,14.9,23.4,15.11,5.05
2017-02-23,0.2,14.6,26.5,20.4,3.68
2017-02-24,0.0,16.2,24.1,19.26,4.39
2017-02-25,0.0,12.9,24.0,25.29,4.78
2017-02-26,0.0,12.5,23.4,25.66,4.03
2017-02-27,2.1,14.0,24.6,18.83,4.0
2017-02-28,3.5,16.6,23.3,16.68,3.13
2017-03-01,1.3,16.1,24.4,18.17,2.62
2017-03-02,0.1,13.3,23.3,24.23,5.32
2017-03-03,0.0,11.0,21.6,24.36,5.15
2017-03-04,0.1,14.5,22.8,16.42,7.38
2017-03-05,0.0,16.0,22.3,22.52,6.13
2017-03-06,0.0,14.1,21.4,20.34,5.32
2017-03-07,25.7,14.4,23.0,9.3,4.85
2017-03-08,44.0,14.3,18.1,3.73,11.2
2017-03-09,0.3,13.7,21.6,16.62,8.96
2017-03-10,25.0,17.6,23.3,10.37,9.88
2017-03-11,25.6,20.0,23.2,6.58,7.96
2017-03-12,19.6,18.4,22.4,7.08,7.72
2017-03-13,1.3,16.1,21.1,19.56,7.06
2017-03-14,0.1,13.3,20.0,18.83,6.26
2017-03-15,0.0,10.5,20.8,23.04,6.64
2017-03-16,0.0,10.2,22.3,21.78,3.75
2017-03-17,0.0,11.2,22.1,18.59,2.28
2017-03-18,0.0,11.9,22.3,17.37,5.52
2017-03-19,0.0,11.6,22.1,21.41,3.83
2017-03-20,0.0,10.6,20.8,15.3,6.71
2017-03-21,0.0,13.9,22.4,18.68,6.17
2017-03-22,0.1,14.6,22.5,10.26,6.18
2017-03-23,0.0,13.8,22.1,17.87,4.12
2017-03-24,0.4,13.1,21.7,10.65,4.44
2017-03-25,0.6,14.5,21.5,7.84,4.16
2017-03-26,0.5,17.3,22.2,12.28,6.33
2017-03-27,13.0,17.2,22.7,9.86,5.45
2017-03-28,7.5,16.6,24.5,15.12,3.81
2017-03-29,29.8,17.0,19.5,4.18,7.25
2017-03-30,0.1,13.7,21.3,9.91,4.07
2017-03-31,0.0,11.9,22.2,16.27,3.18
2017-04-01,0.0,11.7,22.1,16.59,2.31
2017-04-02,0.5,13.3,22.3,9.61,2.31
2017-04-03,2.0,18.1,23.8,11.06,2.91
2017-04-04,76.9,15.2,19.1,2.33,11.19
2017-04-05,41.3,14.7,22.4,4.13,9.8
2017-04-06,0.4,14.4,18.5,13.78,8.65
2017-04-07,0.3,11.8,20.1,14.28,5.02
2017-04-08,0.0,8.3,20.1,17.93,4.05
2017-04-09,0.1,9.4,19.5,13.48,3.45
2017-04-10,0.1,10.7,21.2,12.86,4.81
2017-04-11,0.8,15.7,22.4,10.24,5.98
2017-04-12,26.0,18.5,21.2,2.72,9.12
2017-04-13,64.5,16.4,19.9,2.92,8.11
2017-04-14,1.3,15.4,20.6,12.16,5.46
2017-04-15,8.2,12.9,19.3,10.23,5.46
2017-04-16,15.0,12.9,18.2,9.62,4.21
2017-04-17,9.4,11.4,17.7,11.74,4.15
2017-04-18,0.0,9.3,19.4,14.73,3.3
2017-04-19,0.0,8.7,18.8,14.27,5.02
2017-04-20,0.0,9.0,18.2,13.67,4.49
2017-04-21,0.0,7.4,17.2,15.27,3.22
2017-04-22,0.0,8.0,18.4,14.81,2.72
2017-04-23,0.7,9.0,19.3,10.86,3.32
2017-04-24,0.0,11.5,19.4,11.63,3.61
2017-04-25,0.0,9.7,19.7,14.44,3.42
2017-04-26,0.0,8.0,19.3,13.65,2.62
2017-04-27,0.0,7.2,19.4,12.59,3.13
2017-04-28,0.0,9.4,20.7,11.53,4.52
2017-04-29,8.9,14.5,18.3,1.93,5.0
2017-04-30,3.3,11.7,17.8,8.68,8.45
2017-05-01,0.0,6.7,14.3,13.57,7.75
2017-05-02,0.0,3.1,14.7,13.71,3.65
2017-05-03,0.0,6.0,16.3,9.9,5.59
2017-05-04,6.2,10.6,15.8,9.77,7.32
2017-05-05,0.0,7.0,16.2,13.16,4.49
2017-05-06,0.0,4.7,17.0,12.65,2.75
2017-05-07,0.0,6.5,16.0,8.91,2.14
2017-05-08,0.0,6.9,15.2,8.01,2.5
2017-05-09,0.3,7.6,18.3,10.58,2.33
2017-05-10,0.8,9.8,19.0,8.09,4.6
2017-05-11,9.4,15.0,18.1,2.44,6.35
2017-05-12,42.2,11.8,17.7,1.79,8.85
2017-05-13,0.0,6.7,14.5,12.03,6.77
2017-05-14,0.0,3.5,15.6,11.58,4.74
2017-05-15,0.0,5.4,15.8,8.05,2.28
2017-05-16,0.5,5.2,15.8,6.9,6.18
2017-05-17,12.9,12.8,17.8,3.18,8.05
2017-05-18,6.2,13.4,17.5,5.31,10.51
2017-05-19,0.0,12.6,14.5,6.97,7.57
2017-05-20,3.1,5.1,13.6,6.29,9.99
2017-05-21,0.0,0.2,12.2,11.53,5.75
2017-05-22,0.0,0.3,11.0,11.24,2.05
2017-05-23,0.2,0.2,13.6,5.86,3.86
2017-05-24,3.5,5.9,15.7,3.39,5.01
2017-05-25,0.0,3.6,13.5,9.46,2.88
2017-05-26,0.1,3.5,16.7,7.78,6.28
2017-05-27,8.6,10.8,17.6,2.85,4.39
2017-05-28,1.3,9.8,16.8,4.94,3.18
2017-05-29,0.0,8.9,16.5,8.64,2.93
2017-05-30,0.5,6.7,14.4,6.39,2.84
2017-05-31,1.1,6.9,16.3,6.4,3.08
2017-06-01,0.0,5.0,15.7,9.09,2.8
2017-06-02,1.8,8.8,15.5,6.05,5.1
2017-06-03,0.6,8.4,16.2,7.72,5.8
2017-06-04,0.0,3.9,13.1,9.7,2.79
2017-06-05,8.7,6.2,13.5,5.46,3.91
2017-06-06,0.1,4.9,12.3,7.06,2.09
2017-06-07,0.5,2.8,13.7,8.51,4.66
2017-06-08,0.0,2.8,13.2,9.7,4.26
2017-06-09,0.0,2.8,12.7,9.49,2.92
2017-06-10,0.0,5.9,15.8,7.06,7.55
2017-06-11,0.0,4.6,14.2,9.56,3.22
2017-06-12,0.0,5.4,15.6,5.64,4.34
2017-06-13,2.0,10.2,15.8,6.8,9.16
2017-06-14,0.1,6.0,13.6,7.61,10.48
2017-06-15,0.0,1.0,13.4,9.12,5.44
2017-06-16,0.2,6.8,16.1,6.74,4.12
2017-06-17,0.0,4.5,14.0,8.08,3.13
2017-06-18,0.3,7.0,15.1,5.74,3.58
2017-06-19,0.0,6.5,15.1,4.31,2.93
2017-06-20,0.0,6.7,15.4,9.0,4.25
2017-06-21,0.0,9.2,14.8,8.84,7.33
2017-06-22,6.7,12.3,16.0,2.09,8.79
2017-06-23,10.7,12.8,16.2,2.14,5.55
2017-06-24,0.0,11.3,14.2,2.32,7.43
2017-06-25,2.5,7.0,14.7,5.57,4.62
2017-06-26,0.0,3.0,13.3,9.37,4.1
2017-06-27,0.0,2.1,12.5,9.25,2.86
2017-06-28,0.0,3.0,12.8,9.18,3.23
2017-06-29,0.0,3.0,12.5,9.43,2.59
2017-06-30,0.0,1.7,13.7,7.71,4.6
2017-07-01,10.3,8.1,14.6,1.94,8.96
2017-07-02,17.8,8.8,14.9,5.6,6.06
2017-07-03,2.8,6.6,13.8,5.43,3.44
2017-07-04,0.0,3.1,15.1,6.84,5.89
2017-07-05,1.6,8.1,12.2,4.36,2.63
2017-07-06,10.5,8.0,13.4,4.29,5.36
2017-07-07,9.2,7.5,13.1,2.36,4.1
2017-07-08,3.0,4.4,14.2,6.08,3.88
2017-07-09,7.6,8.1,14.1,6.94,4.81
2017-07-10,0.4,7.5,14.7,8.61,4.88
2017-07-11,0.1,5.8,13.9,8.58,4.74
2017-07-12,0.8,3.6,10.4,9.39,7.03
2017-07-13,1.2,1.7,7.1,3.9,10.1
2017-07-14,3.5,3.2,9.5,4.18,8.15
2017-07-15,0.0,2.3,12.6,10.14,3.76
2017-07-16,0.0,0.9,12.6,8.55,2.24
2017-07-17,0.7,5.1,14.3,7.32,5.32
2017-07-18,1.1,7.9,15.1,4.7,4.14
2017-07-19,1.0,5.5,15.5,6.03,3.47
2017-07-20,11.3,8.4,17.2,4.59,11.47
2017-07-21,18.0,10.2,12.8,6.06,9.45
2017-07-22,9.1,8.8,13.1,3.77,8.65
2017-07-23,0.0,4.9,13.3,7.04,5.12
2017-07-24,0.0,8.1,13.6,7.35,5.17
2017-07-25,0.9,7.4,14.5,8.33,5.23
2017-07-26,0.1,6.1,14.3,8.99,5.8
2017-07-27,8.4,7.3,14.1,4.73,5.73
2017-07-28,6.7,4.8,13.5,7.43,5.92
2017-07-29,0.0,1.1,10.1,11.87,7.13
2017-07-30,0.0,-2.3,10.6,12.2,3.1
2017-07-31,0.0,-1.0,11.4,9.56,3.21
2017-08-01,1.4,4.8,14.7,5.75,5.41
2017-08-02,1.3,7.6,13.5,3.26,5.56
2017-08-03,0.0,5.9,14.6,10.74,5.98
2017-08-04,0.0,2.5,12.1,11.23,2.98
2017-08-05,0.0,1.4,13.6,10.7,3.89
2017-08-06,2.6,3.6,14.0,4.06,5.44
2017-08-07,4.2,7.4,17.6,10.73,5.95
2017-08-08,7.1,9.3,16.7,4.98,6.4
2017-08-09,30.7,11.5,15.3,1.6,7.77
2017-08-10,2.8,9.7,15.3,8.19,5.9
2017-08-11,1.2,8.2,14.3,9.1,7.47
2017-08-12,0.2,10.1,16.9,8.23,9.43
2017-08-13,6.3,10.6,16.3,10.5,5.95
2017-08-14,6.7,8.8,13.2,8.4,6.12
2017-08-15,3.2,7.7,13.5,10.03,8.0
2017-08-16,2.7,8.2,14.4,5.82,5.99
2017-08-17,5.9,8.7,14.8,4.04,6.1
2017-08-18,3.9,7.4,15.4,11.43,3.61
2017-08-19,11.8,9.9,13.8,6.52,5.76
2017-08-20,2.5,9.2,13.7,7.72,7.64
2017-08-21,0.0,6.0,14.9,14.09,4.73
2017-08-22,0.3,4.5,13.4,13.4,3.41
2017-08-23,0.0,3.0,14.2,13.26,2.5
2017-08-24,0.0,2.5,15.1,14.19,2.69
2017-08-25,0.2,3.0,15.2,12.63,3.85
2017-08-26,0.6,6.4,15.8,10.84,4.48
2017-08-27,0.2,9.5,15.7,8.6,9.42
2017-08-28,19.0,12.6,17.8,3.27,10.5
2017-08-29,0.3,7.0,16.6,9.98,4.4
2017-08-30,9.7,5.5,14.7,6.43,4.74
2017-08-31,7.3,7.2,15.9,12.2,4.42
2017-09-01,6.4,7.0,16.4,11.24,3.64
2017-09-02,11.1,10.6,13.9,5.43,8.01
2017-09-03,2.6,9.0,15.0,7.62,6.3
2017-09-04,0.0,5.5,15.4,16.39,5.89
2017-09-05,3.1,5.9,15.7,11.06,4.7
2017-09-06,9.3,11.9,16.4,8.59,8.45
2017-09-07,5.8,10.5,14.8,14.34,10.97
2017-09-08,1.2,9.7,14.7,14.1,8.02
2017-09-09,13.8,7.0,12.0,7.97,9.11
2017-09-10,7.4,6.8,10.4,11.38,9.63
2017-09-11,0.3,4.4,12.1,14.37,6.67
2017-09-12,0.0,6.4,13.2,12.99,9.26
2017-09-13,1.6,9.8,14.8,13.65,8.06
2017-09-14,3.8,13.6,18.2,9.99,9.65
2017-09-15,1.9,11.6,19.4,14.89,7.41
2017-09-16,9.2,10.1,14.6,14.73,9.31
2017-09-17,12.8,8.3,16.3,12.77,7.32
2017-09-18,5.8,7.0,12.8,13.44,7.91
2017-09-19,1.2,6.1,16.0,17.55,5.26
2017-09-20,0.1,3.3,16.4,19.24,3.08
2017-09-21,3.4,7.3,15.3,9.98,5.56
2017-09-22,0.5,6.3,15.4,12.53,6.41
2017-09-23,0.2,6.7,17.4,19.0,6.62
2017-09-24,0.3,8.5,16.9,10.65,6.01
2017-09-25,0.7,11.5,17.5,12.44,7.2
2017-09-26,19.4,13.7,17.7,5.76,10.02
2017-09-27,3.8,10.5,16.7,12.26,5.01
2017-09-28,1.8,8.4,17.2,15.0,4.68
2017-09-29,1.9,8.4,15.1,8.46,5.3
2017-09-30,0.7,7.2,16.2,17.24,6.58
2017-10-01,15.9,8.9,14.3,9.56,10.85
2017-10-02,3.3,9.6,15.9,15.69,11.64
2017-10-03,0.1,11.3,16.7,15.94,7.13
2017-10-04,0.0,9.1,16.4,19.66,7.32
2017-10-05,0.4,11.9,18.0,13.69,5.88
2017-10-06,0.5,10.9,17.4,11.06,4.85
2017-10-07,11.5,10.7,17.3,10.48,6.4
2017-10-08,11.4,13.4,16.3,6.07,10.26
2017-10-09,14.0,11.4,19.4,17.08,4.83
2017-10-10,4.5,10.3,18.1,15.44,5.24
2017-10-11,0.6,11.6,15.6,20.23,10.79
2017-10-12,0.0,7.6,16.4,20.5,6.69
2017-10-13,0.1,7.5,16.2,8.07,6.54
2017-10-14,0.0,8.5,18.2,25.71,5.41
2017-10-15,0.0,9.2,15.2,20.7,8.65
2017-10-16,0.0,10.6,16.2,15.1,7.94
2017-10-17,0.0,9.9,15.9,17.57,8.54
2017-10-18,0.5,7.6,17.9,15.71,7.3
2017-10-19,1.2,4.9,17.3,26.37,4.94
2017-10-20,0.0,8.4,17.9,21.25,5.32
2017-10-21,0.0,12.7,16.0,16.35,8.82
2017-10-22,3.9,10.4,17.4,8.95,9.08
2017-10-23,14.8,8.9,16.3,8.64,3.9
2017-10-24,0.6,9.5,17.4,20.98,7.5
2017-10-25,0.5,10.7,16.4,15.74,7.52
2017-10-26,0.9,11.4,17.9,21.57,7.02
2017-10-27,12.5,12.2,16.1,8.26,4.43
2017-10-28,11.8,13.9,15.3,4.19,6.81
2017-10-29,1.5,13.6,19.3,16.3,6.66
2017-10-30,0.3,12.0,19.6,18.64,6.35
2017-10-31,0.0,12.1,19.2,22.95,6.67
2017-11-01,0.1,12.4,18.5,18.66,7.05
2017-11-02,0.0,12.4,18.6,16.13,7.59
2017-11-03,12.7,13.0,19.4,9.19,7.72
2017-11-04,12.2,15.0,20.8,10.8,7.28
2017-11-05,1.8,13.4,19.5,18.79,4.68
2017-11-06,0.0,8.9,16.4,24.83,7.3
2017-11-07,0.0,5.6,18.7,26.5,7.41
2017-11-08,22.7,9.8,17.6,17.11,9.8
2017-11-09,0.1,7.4,17.6,24.63,5.25
2017-11-10,0.0,9.5,19.8,18.2,4.79
2017-11-11,0.0,10.2,17.3,18.96,8.05
2017-11-12,0.0,8.0,17.1,18.97,4.92
2017-11-13,0.5,9.4,18.4,22.38,4.1
2017-11-14,1.6,10.1,17.6,19.33,5.85
2017-11-15,2.1,9.3,18.6,21.94,4.17
2017-11-16,3.8,11.0,18.8,22.54,3.85
2017-11-17,0.0,8.8,20.7,26.09,3.67
2017-11-18,2.8,11.6,20.8,23.58,9.42
2017-11-19,2.5,12.0,17.3,14.95,8.32
2017-11-20,0.0,13.1,23.2,26.42,5.8
2017-11-21,0.4,12.2,21.9,23.65,4.78
2017-11-22,0.0,12.8,21.7,22.19,2.93
2017-11-23,0.1,11.9,22.5,24.11,5.25
2017-11-24,0.0,14.3,24.5,27.03,6.3
2017-11-25,0.1,15.2,22.4,14.15,4.18
2017-11-26,0.1,15.2,22.1,13.37,3.61
2017-11-27,0.2,13.0,22.6,18.82,4.5
2017-11-28,2.7,16.0,22.4,15.38,3.26
2017-11-29,7.4,14.4,22.3,19.11,3.34
2017-11-30,8.2,13.0,23.3,22.03,3.98
2017-12-01,0.7,14.3,22.6,23.45,4.42
2017-12-02,6.5,12.4,22.7,23.36,4.66
2017-12-03,0.1,13.3,23.2,24.87,3.94
2017-12-04,0.0,11.2,25.7,30.37,4.0
2017-12-05,0.3,14.7,25.6,25.27,4.59
2017-12-06,0.0,14.7,27.4,27.46,4.49
2017-12-07,0.3,17.3,26.5,27.75,4.73
2017-12-08,0.7,17.2,25.1,16.47,6.3
2017-12-09,1.0,15.1,24.8,22.47,4.52
2017-12-10,0.2,15.9,24.5,21.75,4.42
2017-12-11,0.3,15.4,23.8,21.05,5.53
2017-12-12,0.0,13.3,24.8,30.19,7.45
2017-12-13,0.1,13.3,23.1,29.0,8.15
2017-12-14,1.0,14.5,24.5,26.11,6.05
2017-12-15,0.0,12.1,24.0,25.04,5.22
2017-12-16,0.2,13.4,24.5,22.58,6.67
2017-12-17,1.4,15.2,25.4,21.24,4.52
2017-12-18,8.6,16.2,23.5,17.96,5.82
2017-12-19,0.5,15.4,22.4,28.66,7.6
2017-12-20,1.7,15.1,23.1,30.45,8.03
2017-12-21,0.0,11.8,22.9,33.11,6.84
2017-12-22,5.8,17.3,24.9,13.74,6.26
2017-12-23,1.9,17.2,22.4,16.73,5.32
2017-12-24,1.2,15.1,23.5,18.59,4.53
2017-12-25,0.4,15.3,24.2,21.9,6.29
2017-12-26,3.1,15.4,22.3,15.2,5.59
2017-12-27,1.0,12.2,20.6,28.05,6.94
2017-12-28,0.0,12.3,19.8,28.25,8.93
2017-12-29,0.0,12.9,23.7,26.14,5.92
2017-12-30,0.3,14.3,23.2,25.5,5.85
2017-12-31,0.4,13.5,23.8,20.25,6.1
2018-01-01,3.1,17.5,22.1,9.06,4.03
2018-01-02,8.0,17.6,23.5,16.16,4.25
2018-01-03,3.9,16.9,23.9,20.26,6.89
2018-01-04,36.6,19.0,21.5,5.75,11.99
2018-01-05,12.0,19.3,21.9,9.57,14.49
2018-01-06,2.4,16.4,24.1,23.73,6.77
2018-01-07,2.8,14.1,21.4,24.09,6.14
2018-01-08,0.0,13.0,24.3,31.14,4.84
2018-01-09,0.0,13.5,24.0,30.84,5.47
2018-01-10,0.0,17.2,24.4,21.91,5.6
2018-01-11,0.0,16.5,24.8,21.18,4.9
2018-01-12,2.4,16.3,26.9,25.75,4.0
2018-01-13,3.2,18.2,25.7,21.58,5.05
2018-01-14,1.2,17.0,25.6,20.04,4.64
2018-01-15,0.2,17.7,25.1,22.58,6.9
2018-01-16,0.6,18.0,23.4,20.62,9.62
2018-01-17,0.3,18.0,23.9,15.6,10.18
2018-01-18,12.4,19.1,21.8,6.34,8.56
2018-01-19,10.6,19.1,25.6,10.65,6.15
2018-01-20,0.1,18.1,26.3,21.25,3.26
2018-01-21,0.5,18.0,27.0,18.23,3.91
2018-01-22,10.0,19.9,24.2,10.31,4.43
2018-01-23,2.1,17.9,25.9,21.81,4.5
2018-01-24,0.0,16.8,26.6,24.21,6.02
2018-01-25,0.5,16.8,26.1,17.75,5.7
2018-01-26,0.3,19.6,28.1,21.37,4.36
2018-01-27,0.5,18.7,28.2,23.1,3.0
2018-01-28,2.3,19.1,28.2,26.36,3.76
2018-01-29,0.3,18.1,29.3,25.59,4.16
2018-01-30,0.7,18.3,27.9,21.27,5.92
2018-01-31,0.0,17.1,26.8,26.24,8.5
2018-02-01,22.4,19.9,24.9,7.62,11.24
2018-02-02,2.4,14.9,21.8,23.73,6.74
2018-02-03,3.0,13.1,20.8,13.49,4.44
2018-02-04,0.0,13.8,23.0,22.94,4.66
2018-02-05,3.7,15.1,23.5,21.39,3.1
2018-02-06,0.1,14.0,22.4,24.06,5.99
2018-02-07,1.0,15.6,23.3,18.77,5.06
2018-02-08,0.1,13.3,22.2,18.5,7.6
2018-02-09,10.0,15.5,21.3,8.45,4.96
2018-02-10,13.2,19.0,23.9,4.74,6.54
2018-02-11,26.9,21.7,24.6,6.21,8.93
2018-02-12,2.5,20.9,28.0,13.95,5.07
2018-02-13,19.2,20.9,24.3,6.65,4.43
2018-02-14,7.4,18.2,23.8,9.43,4.53
2018-02-15,0.0,14.4,25.2,27.71,4.2
2018-02-16,0.0,13.8,26.8,27.48,2.6
2018-02-17,0.7,17.3,25.9,17.22,4.08
2018-02-18,0.0,18.1,26.7,20.45,4.48
2018-02-19,6.4,18.3,24.5,8.28,3.63
2018-02-20,1.8,20.6,26.0,17.46,12.13
2018-02-21,1.0,17.0,21.4,16.17,6.53
2018-02-22,0.8,15.6,21.0,17.99,6.31
2018-02-23,0.1,13.2,22.2,19.56,4.54
2018-02-24,0.0,11.1,22.9,21.75,3.67
2018-02-25,0.0,12.9,22.7,21.98,4.21
2018-02-26,1.8,14.5,22.5,15.9,6.21
2018-02-27,1.4,16.4,20.7,5.4,5.6
2018-02-28,0.1,18.0,22.9,17.81,8.35
2018-03-01,1.0,16.3,23.2,11.21,7.49
2018-03-02,1.9,17.8,22.5,11.35,7.07
2018-03-03,0.8,16.9,23.6,15.93,7.67
2018-03-04,0.6,15.8,23.3,13.64,5.85
2018-03-05,0.0,15.9,26.0,19.76,5.64
2018-03-06,0.2,16.4,24.7,16.91,2.71
2018-03-07,14.9,17.0,23.7,9.38,6.9
2018-03-08,7.1,17.0,23.7,17.68,5.36
2018-03-09,0.6,14.6,24.0,19.13,5.64
2018-03-10,0.0,12.8,22.5,23.21,4.26
2018-03-11,0.0,12.2,20.8,17.94,4.7
2018-03-12,13.2,11.9,20.0,6.8,6.3
2018-03-13,0.2,15.9,21.2,17.07,9.27
2018-03-14,0.5,13.0,21.1,20.2,5.59
2018-03-15,0.2,11.8,20.6,14.66,4.63
2018-03-16,0.1,14.6,21.6,12.11,6.12
2018-03-17,0.5,13.9,21.5,9.24,4.17
2018-03-18,0.0,12.8,20.8,18.01,6.0
2018-03-19,0.7,13.4,21.6,15.48,6.26
2018-03-20,0.1,14.3,23.0,16.79,4.18
2018-03-21,0.9,13.6,22.4,16.75,2.79
2018-03-22,1.9,14.7,22.8,15.82,3.26
2018-03-23,3.0,15.5,20.5,12.34,6.23
2018-03-24,5.0,15.7,21.7,11.09,4.96
2018-03-25,6.2,13.1,21.6,16.64,3.22
2018-03-26,0.7,10.9,23.1,16.35,2.92
2018-03-27,0.0,14.0,24.1,14.58,3.42
2018-03-28,2.3,14.2,22.4,9.66,2.7
2018-03-29,5.8,15.6,22.0,8.94,3.54
2018-03-30,1.7,13.0,22.1,13.76,3.79
2018-03-31,0.3,10.8,21.5,14.43,6.38
2018-04-01,0.1,12.0,20.7,17.97,3.62
2018-04-02,0.0,10.1,19.8,14.73,3.33
2018-04-03,0.0,11.1,22.1,14.25,5.2
2018-04-04,0.9,13.1,22.0,12.84,4.94
2018-04-05,0.2,12.0,22.1,14.99,4.14
2018-04-06,0.0,11.6,21.2,13.11,3.86
2018-04-07,0.0,11.8,21.9,12.38,7.12
2018-04-08,0.1,11.1,20.4,14.01,4.22
2018-04-09,0.0,11.0,20.3,11.13,5.72
2018-04-10,9.0,14.4,19.7,7.84,10.18
2018-04-11,2.7,7.1,12.9,14.6,10.15
2018-04-12,3.0,7.5,15.7,11.18,7.23
2018-04-13,3.8,13.5,17.3,10.16,10.12
2018-04-14,16.7,12.4,19.5,5.9,4.09
2018-04-15,0.0,13.1,19.4,7.53,3.23
2018-04-16,20.2,15.2,21.8,7.88,10.66
2018-04-17,1.8,15.1,21.7,10.83,7.07
2018-04-18,0.7,10.9,16.6,11.93,9.53
2018-04-19,0.0,7.5,17.6,10.65,5.33
2018-04-20,0.4,11.8,18.7,11.44,7.53
2018-04-21,2.2,14.1,18.4,8.77,8.0
2018-04-22,0.0,10.1,17.9,11.52,6.28
2018-04-23,0.0,6.6,17.0,8.77,2.47
2018-04-24,0.4,9.7,17.5,9.2,5.39
