date,rainfall_mm,min_air_temperature_c,max_air_temperature_c,solar_radiation_mj_per_m2,wind_speed_m_per_s
2016-11-24,0.0,11.6,14.5,9.59,7.44
2016-11-25,1.7,12.8,23.0,23.81,11.6
2016-11-26,1.0,10.5,17.7,28.87,11.18
2016-11-27,0.0,8.5,16.9,30.44,8.9
2016-11-28,0.0,6.3,18.8,29.49,6.05
2016-11-29,0.0,10.7,22.6,31.06,8.35
2016-11-30,0.3,10.1,11.8,9.49,5.22
2016-12-01,0.1,9.7,15.8,14.59,4.8
2016-12-02,0.4,10.4,14.4,13.11,4.07
2016-12-03,0.0,8.2,23.4,31.51,4.9
2016-12-04,0.0,12.2,16.6,12.95,7.22
2016-12-05,0.0,11.2,19.5,30.2,8.35
2016-12-06,0.7,8.7,23.6,23.98,4.61
2016-12-07,2.9,13.2,20.7,9.68,4.08
2016-12-08,1.3,12.5,15.5,11.28,4.52
2016-12-09,0.0,12.4,22.4,32.08,8.92
2016-12-10,4.5,12.4,23.0,16.56,7.57
2016-12-11,8.5,10.5,14.5,18.55,7.5
2016-12-12,8.6,9.3,14.8,25.93,10.16
2016-12-13,0.1,6.8,17.6,23.88,7.11
2016-12-14,0.0,11.2,25.2,30.87,7.26
2016-12-15,1.3,11.4,20.3,27.28,7.88
2016-12-16,0.0,7.7,21.2,30.9,5.22
2016-12-17,0.0,8.7,21.4,33.31,8.52
2016-12-18,0.5,13.2,21.4,17.59,8.05
2016-12-19,0.9,10.0,20.9,31.79,5.41
2016-12-20,0.0,6.7,19.5,33.19,8.36
2016-12-21,0.0,9.1,25.6,34.6,7.79
2016-12-22,3.9,12.3,21.1,12.53,7.48
2016-12-23,3.2,11.1,14.9,13.95,5.83
2016-12-24,0.2,10.2,21.1,31.38,5.86
2016-12-25,0.0,11.7,17.0,14.7,4.1
2016-12-26,0.0,11.6,22.8,28.91,6.26
2016-12-27,0.0,13.3,25.2,22.59,7.79
2016-12-28,0.8,11.7,16.7,17.21,5.19
2016-12-29,2.9,9.9,14.4,10.83,4.0
2016-12-30,0.0,8.1,23.0,33.14,5.22
2016-12-31,0.0,9.7,25.6,26.0,6.55
2017-01-01,0.3,17.8,26.6,32.23,9.88
2017-01-02,1.1,11.7,15.6,11.14,10.01
2017-01-03,5.2,12.2,19.2,15.82,9.05
2017-01-04,12.8,10.7,17.3,17.09,10.4
2017-01-05,0.0,9.2,15.0,30.38,8.75
2017-01-06,13.6,8.1,22.6,26.67,6.71
2017-01-07,8.8,9.2,17.0,21.05,6.66
2017-01-08,0.2,9.0,21.6,26.62,8.54
2017-01-09,2.5,11.7,16.8,17.91,7.13
2017-01-10,0.1,13.1,20.4,25.04,9.42
2017-01-11,0.0,12.6,27.3,29.86,9.53
2017-01-12,0.4,12.6,26.7,29.13,9.51
2017-01-13,0.0,11.8,20.3,26.28,6.72
2017-01-14,0.2,12.6,22.8,24.66,8.33
2017-01-15,0.0,13.4,26.2,31.69,11.55
2017-01-16,0.0,10.6,22.3,27.81,8.04
2017-01-17,0.1,13.8,26.0,30.86,8.62
2017-01-18,12.0,15.6,21.3,8.69,6.82
2017-01-19,15.2,11.1,21.0,23.65,12.21
2017-01-20,0.9,7.6,15.7,26.63,7.03
2017-01-21,4.6,7.3,19.0,17.99,8.59
2017-01-22,15.2,10.1,16.0,5.36,10.22
2017-01-23,0.1,13.3,18.0,25.78,8.37
2017-01-24,0.2,10.4,21.8,26.22,9.26
2017-01-25,2.4,13.0,20.9,25.96,8.92
2017-01-26,0.0,11.3,24.4,27.92,8.32
2017-01-27,1.7,11.0,23.9,27.26,7.62
2017-01-28,0.0,10.9,20.1,30.64,8.93
2017-01-29,0.2,12.9,24.5,21.49,8.08
2017-01-30,0.0,12.5,18.4,27.29,9.82
2017-01-31,0.0,16.2,26.7,23.48,10.7
2017-02-01,0.0,13.9,21.0,16.93,8.22
2017-02-02,0.0,12.6,18.7,16.1,7.64
2017-02-03,0.0,10.1,23.1,27.49,8.56
2017-02-04,0.0,14.0,26.5,25.85,8.12
2017-02-05,0.0,14.2,28.7,29.28,5.98
2017-02-06,0.2,16.1,27.9,21.8,10.21
2017-02-07,2.7,12.4,14.6,6.24,6.68
2017-02-08,0.7,8.9,14.4,12.07,6.84
2017-02-09,0.0,6.6,16.8,26.33,8.18
2017-02-10,0.0,9.8,21.8,19.56,7.53
2017-02-11,0.0,10.8,22.5,27.45,8.82
2017-02-12,0.0,13.3,25.8,19.53,9.12
2017-02-13,5.5,12.8,21.3,19.46,6.58
2017-02-14,0.6,11.9,21.1,26.25,7.98
2017-02-15,0.0,8.2,21.2,27.79,6.56
2017-02-16,0.0,10.6,20.4,26.32,6.81
2017-02-17,2.0,13.7,19.7,12.43,6.6
2017-02-18,0.2,14.7,19.4,7.93,5.08
2017-02-19,0.0,16.3,22.2,20.05,8.8
2017-02-20,0.0,16.2,24.9,24.6,8.61
2017-02-21,0.0,15.3,27.1,25.26,6.88
2017-02-22,0.0,15.6,24.6,19.35,5.45
2017-02-23,0.0,14.3,22.5,17.1,4.9
2017-02-24,0.0,13.4,23.7,24.88,6.0
2017-02-25,0.4,12.4,23.9,23.59,7.42
2017-02-26,0.3,14.3,15.7,5.03,5.01
2017-02-27,0.0,12.7,21.9,24.31,6.32
2017-02-28,0.0,11.5,22.5,22.89,5.81
2017-03-01,0.0,14.8,20.6,22.08,6.38
2017-03-02,0.0,13.6,23.2,19.53,5.8
2017-03-03,0.0,13.6,26.7,23.36,8.99
2017-03-04,0.0,12.9,22.2,21.92,5.73
2017-03-05,0.0,12.5,28.0,23.26,5.55
2017-03-06,0.0,12.5,23.3,18.62,6.37
2017-03-07,8.3,11.2,15.4,5.28,8.32
2017-03-08,0.0,8.6,14.7,12.38,6.21
2017-03-09,0.0,6.3,18.2,22.73,5.6
2017-03-10,0.6,10.3,22.4,20.51,4.82
2017-03-11,7.4,12.5,14.4,3.73,5.2
2017-03-12,12.6,11.9,12.9,1.99,5.62
2017-03-13,25.7,9.8,12.0,1.98,5.72
2017-03-14,5.6,10.0,13.7,9.14,9.66
2017-03-15,0.0,10.7,18.3,18.95,5.1
2017-03-16,0.0,9.4,20.9,20.77,6.65
2017-03-17,0.0,12.2,27.3,20.96,7.55
2017-03-18,1.0,8.8,16.8,5.35,8.24
2017-03-19,0.0,6.7,19.4,19.16,6.02
2017-03-20,0.0,12.4,21.9,18.78,7.64
2017-03-21,1.1,11.7,14.5,3.56,4.62
2017-03-22,0.8,12.3,14.9,4.89,5.33
2017-03-23,0.3,11.6,14.3,6.54,3.67
2017-03-24,0.2,11.2,18.9,17.0,5.75
2017-03-25,0.7,11.9,13.5,3.51,4.16
2017-03-26,3.2,11.9,17.2,5.54,10.12
2017-03-27,7.8,13.0,14.1,3.36,6.43
2017-03-28,0.0,9.5,17.9,15.99,5.4
2017-03-29,0.0,13.1,18.8,10.61,4.24
2017-03-30,0.0,12.5,20.2,15.92,4.53
2017-03-31,0.0,12.4,25.2,12.7,4.43
2017-04-01,0.0,12.8,21.6,11.7,5.81
2017-04-02,1.3,13.5,21.1,12.17,7.32
2017-04-03,4.0,10.7,12.8,2.13,5.19
2017-04-04,0.3,10.1,13.5,6.24,4.59
2017-04-05,8.8,9.8,12.1,3.51,4.87
2017-04-06,41.4,9.2,11.7,1.64,12.07
2017-04-07,0.0,7.8,15.6,15.0,9.19
2017-04-08,0.0,10.2,14.2,9.92,5.33
2017-04-09,0.0,5.0,16.2,12.96,4.57
2017-04-10,0.0,7.3,18.0,14.12,4.16
2017-04-11,5.1,9.6,17.8,6.78,3.79
2017-04-12,29.8,11.4,14.0,3.1,5.95
2017-04-13,6.1,11.4,14.9,4.29,3.91
2017-04-14,35.0,12.2,17.9,3.86,10.57
2017-04-15,0.2,11.5,21.0,10.01,6.43
2017-04-16,0.2,8.3,13.9,4.27,4.65
2017-04-17,0.0,7.7,13.9,7.92,3.67
2017-04-18,0.0,5.7,13.9,8.16,3.89
2017-04-19,0.0,5.5,17.2,11.66,6.79
2017-04-20,0.9,8.6,13.2,6.85,6.71
2017-04-21,0.0,6.5,16.2,12.7,5.32
2017-04-22,0.0,6.1,18.8,12.47,6.65
2017-04-23,0.0,6.7,17.6,12.61,4.58
2017-04-24,0.0,9.1,16.3,10.95,3.44
2017-04-25,0.0,10.0,15.6,11.19,5.66
2017-04-26,0.0,10.1,17.2,11.35,6.53
2017-04-27,0.0,10.1,19.7,11.69,5.62
2017-04-28,0.0,11.6,22.8,10.21,10.68
2017-04-29,0.0,9.1,17.0,11.74,6.15
2017-04-30,11.2,7.5,11.6,1.85,11.2
2017-05-01,1.2,4.4,11.1,7.98,7.0
2017-05-02,0.0,4.4,15.3,11.27,5.88
2017-05-03,12.2,8.6,18.6,7.17,9.11
2017-05-04,2.8,3.0,13.8,8.05,6.62
2017-05-05,0.0,4.7,13.9,10.39,4.8
2017-05-06,0.0,5.5,14.7,10.21,4.94
2017-05-07,0.0,7.9,14.2,9.2,4.9
2017-05-08,0.0,4.8,15.8,10.03,4.7
2017-05-09,0.2,5.0,15.3,8.68,4.14
2017-05-10,0.1,6.1,14.0,8.76,3.78
2017-05-11,3.8,8.7,14.1,4.92,4.2
2017-05-12,1.0,6.3,11.5,2.78,6.87
2017-05-13,0.9,3.3,11.6,6.41,4.53
2017-05-14,0.0,2.2,10.9,8.19,2.68
2017-05-15,0.0,2.1,14.1,9.17,5.17
2017-05-16,0.0,5.2,13.2,6.89,3.89
2017-05-17,15.7,5.0,13.5,5.46,5.24
2017-05-18,10.9,5.0,11.9,5.18,11.5
2017-05-19,2.6,2.7,14.1,8.9,8.85
2017-05-20,1.7,1.9,7.4,8.23,10.83
2017-05-21,0.2,3.0,10.0,5.5,9.83
2017-05-22,0.0,-0.3,10.8,8.51,5.45
2017-05-23,0.4,6.0,16.1,4.2,8.5
2017-05-24,1.0,7.1,12.1,3.9,3.44
2017-05-25,0.0,5.1,11.6,8.27,5.4
2017-05-26,0.5,1.2,11.6,7.78,4.66
2017-05-27,3.8,7.3,11.4,2.49,5.95
2017-05-28,0.0,2.8,10.9,7.43,5.09
2017-05-29,0.0,6.7,12.5,6.9,6.3
2017-05-30,0.0,6.5,13.3,7.43,6.38
2017-05-31,0.0,6.7,11.3,2.53,4.47
2017-06-01,0.1,5.3,11.6,3.43,3.88
2017-06-02,0.0,6.8,10.7,2.08,2.83
2017-06-03,0.0,2.6,10.6,6.34,2.61
2017-06-04,14.1,2.6,8.0,3.26,7.07
2017-06-05,1.3,4.3,8.1,3.0,6.76
2017-06-06,3.1,5.2,11.4,6.33,3.34
2017-06-07,0.1,2.2,11.3,7.16,3.51
2017-06-08,0.0,3.5,11.8,5.13,2.82
2017-06-09,0.0,0.4,10.8,7.06,5.81
2017-06-10,0.0,4.6,10.8,5.98,5.94
2017-06-11,0.0,3.1,14.5,7.02,6.5
2017-06-12,0.0,7.3,16.7,6.95,7.78
2017-06-13,1.3,3.7,13.8,5.11,12.49
2017-06-14,0.0,3.3,9.6,5.97,12.52
2017-06-15,0.0,0.4,10.0,6.96,5.06
2017-06-16,0.0,3.6,10.8,4.72,3.5
2017-06-17,0.0,0.5,11.8,6.83,3.42
2017-06-18,0.0,3.4,12.2,6.69,4.49
2017-06-19,0.4,6.9,10.4,3.4,7.0
2017-06-20,0.0,1.9,10.7,6.92,6.12
2017-06-21,0.0,3.8,15.8,6.7,4.71
2017-06-22,5.4,7.5,12.0,1.19,7.65
2017-06-23,5.6,6.5,7.5,0.86,6.89
2017-06-24,0.4,3.0,10.7,5.26,4.64
2017-06-25,5.3,0.3,8.2,2.02,7.86
2017-06-26,0.0,-0.8,8.6,7.09,5.48
2017-06-27,0.0,2.6,11.9,6.51,5.39
2017-06-28,0.0,5.7,9.2,2.81,3.19
2017-06-29,0.0,3.5,9.9,4.03,5.73
2017-06-30,0.5,4.8,12.5,3.27,8.51
2017-07-01,7.9,7.0,10.6,1.95,6.16
2017-07-02,0.0,4.7,10.8,4.89,3.0
2017-07-03,0.0,3.9,11.2,5.14,5.89
2017-07-04,2.8,2.0,10.8,6.88,8.18
2017-07-05,0.2,4.3,9.0,5.16,5.28
2017-07-06,0.1,-0.6,7.4,4.47,2.42
2017-07-07,0.0,3.1,7.7,3.87,4.11
2017-07-08,1.1,0.7,9.0,4.76,4.96
2017-07-09,0.0,3.2,9.7,4.22,3.52
2017-07-10,0.0,1.9,10.8,6.41,2.56
2017-07-11,11.0,0.2,11.3,6.86,10.14
2017-07-12,11.7,2.6,4.8,3.99,9.19
2017-07-13,8.2,3.9,7.6,3.51,6.62
2017-07-14,1.0,3.8,8.3,4.33,5.35
2017-07-15,0.0,-0.5,9.0,7.58,3.72
2017-07-16,1.3,-0.4,9.5,3.68,6.38
2017-07-17,5.7,4.6,9.8,4.6,7.17
2017-07-18,0.0,5.6,10.8,6.66,5.45
2017-07-19,0.0,1.0,14.0,7.86,5.66
2017-07-20,0.0,4.1,14.8,6.62,5.42
2017-07-21,51.7,6.6,10.9,0.82,11.16
2017-07-22,30.9,6.0,9.6,0.92,11.47
2017-07-23,0.2,3.4,9.2,8.16,6.16
2017-07-24,0.0,3.2,13.2,5.88,7.29
2017-07-25,0.0,1.3,13.5,8.77,3.54
2017-07-26,0.0,4.0,13.4,6.69,6.8
2017-07-27,18.4,5.1,9.3,1.09,7.72
2017-07-28,3.8,2.7,6.3,6.55,7.66
2017-07-29,0.0,-2.0,8.1,8.58,3.69
2017-07-30,0.0,-3.9,8.8,9.42,6.93
2017-07-31,0.1,0.5,13.4,8.69,6.12
2017-08-01,0.4,4.2,11.4,6.19,3.65
2017-08-02,0.1,4.7,8.4,6.17,3.42
2017-08-03,0.0,3.7,7.7,3.91,3.57
2017-08-04,0.0,1.2,8.4,8.68,4.8
2017-08-05,0.0,1.3,11.0,10.1,7.23
2017-08-06,1.7,5.7,15.1,8.36,8.91
2017-08-07,0.0,6.9,16.5,10.29,7.15
2017-08-08,1.3,6.1,12.8,4.12,6.5
2017-08-09,6.8,4.5,13.9,5.46,2.35
2017-08-10,0.2,4.4,14.6,10.21,3.62
2017-08-11,0.4,4.4,15.8,9.08,3.86
2017-08-12,0.1,4.7,16.2,11.05,6.69
2017-08-13,1.9,8.2,15.1,7.59,9.43
2017-08-14,42.0,4.3,8.4,1.32,11.2
2017-08-15,0.1,2.6,10.9,9.63,9.08
2017-08-16,0.7,0.8,12.2,11.64,8.84
2017-08-17,1.6,10.1,16.5,10.92,11.1
2017-08-18,0.0,6.9,15.7,11.04,7.43
2017-08-19,4.5,2.7,11.1,11.16,4.36
2017-08-20,2.2,7.2,9.9,5.39,8.35
2017-08-21,1.0,3.1,8.7,6.34,8.13
2017-08-22,0.0,-0.7,12.0,12.98,4.0
2017-08-23,0.0,0.3,13.5,13.19,3.98
2017-08-24,0.0,5.1,15.8,13.23,4.05
2017-08-25,0.0,5.7,17.2,13.18,5.04
2017-08-26,0.0,8.3,17.4,11.53,5.77
2017-08-27,0.0,9.6,17.5,12.9,6.3
2017-08-28,1.6,8.5,16.5,10.11,6.48
2017-08-29,0.1,7.1,16.6,12.06,6.08
2017-08-30,0.1,8.3,11.1,4.12,2.55
2017-08-31,3.6,8.1,9.6,2.01,6.99
2017-09-01,8.3,5.7,8.5,3.35,9.4
2017-09-02,1.7,5.2,8.7,5.73,7.47
2017-09-03,3.0,4.8,8.2,4.37,5.29
2017-09-04,0.0,1.4,11.4,13.39,5.38
2017-09-05,0.0,3.1,15.2,12.61,7.25
2017-09-06,0.0,7.1,15.1,15.14,9.34
2017-09-07,0.4,6.2,15.0,14.2,7.02
2017-09-08,0.0,3.8,14.6,15.02,6.13
2017-09-09,0.0,4.1,12.3,15.59,5.52
2017-09-10,6.3,1.5,9.4,11.43,6.31
2017-09-11,0.3,3.6,11.5,13.09,7.62
2017-09-12,0.0,4.8,12.4,5.15,6.1
2017-09-13,0.1,3.4,15.1,15.58,6.02
2017-09-14,0.0,7.3,18.0,15.56,7.22
2017-09-15,0.3,10.9,19.7,14.47,10.26
2017-09-16,1.8,7.6,13.5,14.25,5.38
2017-09-17,1.1,6.3,14.4,10.97,8.8
2017-09-18,25.3,7.7,10.5,1.99,10.74
2017-09-19,1.0,8.8,11.1,7.96,7.8
2017-09-20,0.0,6.3,13.8,16.73,7.67
2017-09-21,3.1,8.5,12.5,6.19,6.8
2017-09-22,3.7,8.5,13.0,9.11,5.7
2017-09-23,0.0,7.2,19.3,18.32,5.56
2017-09-24,0.0,8.3,21.5,19.17,7.51
2017-09-25,0.9,10.4,21.4,16.89,10.44
2017-09-26,1.0,9.8,18.5,12.14,6.19
2017-09-27,0.0,9.0,13.4,13.24,5.23
2017-09-28,0.0,8.0,13.3,16.88,9.36
2017-09-29,0.0,8.0,20.0,19.91,5.54
2017-09-30,0.4,7.1,13.9,14.49,4.92
2017-10-01,0.0,5.9,11.9,15.95,4.5
2017-10-02,0.1,6.1,15.0,18.89,6.0
2017-10-03,0.0,7.4,21.0,21.83,5.75
2017-10-04,0.0,5.8,19.5,20.9,12.13
2017-10-05,0.2,7.7,11.4,11.55,7.4
2017-10-06,0.7,4.1,14.9,17.18,6.99
2017-10-07,12.9,9.0,11.2,3.68,5.14
2017-10-08,8.8,9.7,12.6,3.68,5.7
2017-10-09,3.6,11.2,13.7,6.26,7.57
2017-10-10,0.5,9.6,17.9,18.08,5.52
2017-10-11,6.1,9.6,12.9,8.79,8.85
2017-10-12,0.0,7.6,14.0,22.02,7.08
2017-10-13,0.0,7.4,21.2,21.36,8.05
2017-10-14,0.3,6.7,17.9,14.1,5.09
2017-10-15,4.3,7.3,17.3,23.2,6.73
2017-10-16,0.4,8.2,14.4,6.93,8.07
2017-10-17,0.6,6.1,16.7,18.19,7.42
2017-10-18,0.7,6.3,10.9,13.01,8.61
2017-10-19,0.0,6.3,21.9,24.24,4.78
2017-10-20,0.0,7.0,16.6,25.16,6.51
2017-10-21,0.0,9.2,18.4,15.16,6.61
2017-10-22,0.0,8.0,18.8,23.61,6.72
2017-10-23,1.4,7.6,17.8,19.73,6.21
2017-10-24,0.3,7.5,15.8,22.11,6.3
2017-10-25,2.3,7.2,18.2,18.81,8.68
2017-10-26,2.2,7.0,16.9,19.9,5.38
2017-10-27,0.9,9.1,15.1,16.79,6.54
2017-10-28,0.0,9.7,18.0,27.58,6.95
2017-10-29,0.0,10.7,21.6,24.73,5.59
2017-10-30,0.0,12.3,21.3,22.69,4.03
2017-10-31,0.0,11.5,22.1,25.92,5.03
2017-11-01,0.0,12.6,21.3,26.65,7.02
2017-11-02,0.0,13.4,22.6,27.17,6.45
2017-11-03,0.0,14.2,22.6,20.52,8.1
2017-11-04,0.0,12.0,22.4,22.35,10.69
2017-11-05,0.0,9.0,18.0,28.85,11.09
2017-11-06,0.7,6.5,15.5,27.04,6.61
2017-11-07,3.8,7.0,16.6,16.3,10.4
2017-11-08,3.3,5.6,16.3,17.63,12.56
2017-11-09,0.0,5.5,20.4,28.71,7.2
2017-11-10,1.7,9.2,14.3,22.93,5.83
2017-11-11,0.2,6.7,14.2,17.59,4.74
2017-11-12,0.7,9.8,13.7,14.43,5.35
2017-11-13,0.4,7.0,12.7,14.08,4.74
2017-11-14,0.0,6.6,15.6,20.91,3.82
2017-11-15,0.0,8.0,17.9,30.03,6.16
2017-11-16,0.0,9.9,17.9,28.84,5.41
2017-11-17,0.5,11.2,17.1,18.75,7.88
2017-11-18,0.0,9.8,16.8,22.29,4.61
2017-11-19,0.0,7.7,18.2,31.1,5.71
2017-11-20,0.1,8.5,17.3,17.51,5.5
2017-11-21,0.0,10.7,15.9,11.1,5.5
2017-11-22,0.0,8.1,21.9,30.59,3.92
2017-11-23,0.0,9.4,21.1,30.2,5.94
2017-11-24,0.0,13.2,21.3,23.39,5.81
2017-11-25,0.0,12.2,18.8,21.41,5.53
2017-11-26,0.5,12.8,18.6,23.53,7.02
2017-11-27,0.0,11.8,21.2,27.7,4.66
2017-11-28,0.6,14.0,21.8,28.78,6.8
2017-11-29,0.2,14.2,19.6,15.93,3.52
2017-11-30,0.1,13.9,22.4,23.44,6.8
2017-12-01,0.0,14.2,26.6,29.18,6.18
2017-12-02,0.0,15.7,27.2,31.97,5.5
2017-12-03,0.0,15.1,24.7,30.96,4.56
2017-12-04,0.0,13.9,27.6,32.08,6.52
2017-12-05,0.0,13.9,26.0,31.99,6.48
2017-12-06,0.0,14.5,21.4,25.19,6.84
2017-12-07,0.0,16.3,22.5,29.98,9.23
2017-12-08,0.0,14.9,29.3,31.84,5.24
2017-12-09,0.3,19.8,28.7,28.6,8.34
2017-12-10,0.0,18.1,28.2,27.55,8.45
2017-12-11,0.0,14.4,27.1,31.13,7.5
2017-12-12,3.0,14.1,17.2,10.19,6.28
2017-12-13,18.3,12.9,17.9,15.99,5.61
2017-12-14,0.1,11.1,19.3,25.44,8.92
2017-12-15,0.0,12.1,27.4,31.65,6.79
2017-12-16,0.0,14.3,24.4,31.09,6.08
2017-12-17,0.5,16.0,28.3,27.77,7.29
2017-12-18,5.4,13.2,16.7,13.81,7.56
2017-12-19,1.6,11.6,21.6,18.86,10.26
2017-12-20,0.1,11.3,16.2,24.31,9.32
2017-12-21,2.0,11.8,23.6,21.12,8.01
2017-12-22,0.7,14.3,20.6,20.78,7.44
2017-12-23,0.0,14.0,20.3,24.52,9.54
2017-12-24,0.2,14.2,27.3,30.47,7.38
2017-12-25,0.4,14.2,28.4,32.42,7.5
2017-12-26,9.5,10.9,14.3,8.47,7.1
2017-12-27,3.8,9.7,14.9,24.39,8.16
2017-12-28,0.3,10.7,15.4,22.57,4.71
2017-12-29,0.0,6.9,19.3,28.6,6.62
2017-12-30,0.0,11.9,20.7,31.7,10.62
2017-12-31,0.8,14.0,26.3,19.38,8.94
2018-01-01,0.3,14.0,21.5,18.87,6.51
2018-01-02,0.0,14.6,22.5,24.09,4.88
2018-01-03,0.1,16.3,25.8,26.69,7.43
2018-01-04,0.0,15.1,23.0,24.44,5.22
2018-01-05,25.3,14.6,16.9,2.66,11.87
2018-01-06,0.7,12.5,15.2,22.06,12.49
2018-01-07,0.1,11.1,19.1,29.24,4.92
2018-01-08,0.0,13.9,22.0,28.5,7.84
2018-01-09,0.1,15.8,26.6,23.47,4.34
2018-01-10,9.8,13.2,16.5,3.31,6.08
2018-01-11,35.7,13.1,14.4,2.4,2.02
2018-01-12,6.4,12.6,15.4,7.26,5.51
2018-01-13,0.3,14.1,22.7,19.96,6.59
2018-01-14,0.0,14.8,27.5,29.31,7.27
2018-01-15,0.0,15.6,25.5,30.89,7.74
2018-01-16,0.0,16.1,26.0,28.01,6.77
2018-01-17,0.7,17.5,24.8,16.07,8.38
2018-01-18,0.0,16.3,26.0,26.23,5.73
2018-01-19,0.3,16.7,22.8,19.18,7.22
2018-01-20,0.0,16.3,26.8,30.05,4.63
2018-01-21,0.1,15.8,21.5,17.62,4.7
2018-01-22,0.0,16.4,23.5,23.69,4.09
2018-01-23,0.0,17.4,26.1,29.49,7.28
2018-01-24,0.0,16.7,30.9,28.22,6.37
2018-01-25,2.0,16.4,30.4,24.0,5.89
2018-01-26,1.1,17.0,21.8,14.66,6.28
2018-01-27,0.0,16.6,25.4,28.44,6.25
2018-01-28,0.0,16.9,24.1,19.51,5.11
2018-01-29,0.0,17.4,24.3,28.73,8.51
2018-01-30,0.0,17.2,31.0,29.61,5.19
2018-01-31,0.0,17.0,29.3,26.93,8.9
2018-02-01,6.1,14.7,29.9,19.5,12.2
2018-02-02,15.2,12.3,16.0,9.06,8.32
2018-02-03,1.3,11.2,15.0,15.24,6.3
2018-02-04,0.0,9.5,24.7,26.96,6.1
2018-02-05,0.0,13.7,23.8,22.46,9.71
2018-02-06,1.4,11.6,15.7,11.22,6.7
2018-02-07,0.0,10.3,18.5,19.4,4.96
2018-02-08,0.0,11.8,20.6,28.9,8.24
2018-02-09,0.0,14.0,22.8,27.59,6.65
2018-02-10,0.2,13.9,23.4,18.72,5.44
2018-02-11,12.0,17.5,20.0,5.1,8.63
2018-02-12,0.0,14.4,27.4,26.25,6.58
2018-02-13,0.1,15.7,25.2,20.92,8.2
2018-02-14,0.6,14.9,19.9,11.33,7.11
2018-02-15,0.0,12.6,25.2,26.93,8.85
2018-02-16,0.0,12.4,26.8,23.78,9.03
2018-02-17,3.0,16.0,24.4,15.24,10.01
2018-02-18,0.0,14.2,27.4,26.19,8.17
2018-02-19,0.0,15.9,24.3,21.69,10.76
2018-02-20,54.5,13.0,15.0,1.92,10.48
2018-02-21,18.4,9.2,13.2,6.7,9.16
2018-02-22,0.0,9.1,16.4,16.77,7.28
2018-02-23,0.0,7.7,20.2,23.13,4.68
2018-02-24,0.0,10.2,20.4,24.28,7.41
2018-02-25,0.0,15.8,24.7,16.07,11.2
2018-02-26,15.6,12.9,18.3,14.45,9.25
2018-02-27,0.0,12.4,15.9,10.96,5.35
2018-02-28,1.0,13.3,20.0,15.58,6.88
2018-03-01,0.0,16.1,24.8,20.41,6.35
2018-03-02,2.6,16.3,21.6,7.36,6.22
2018-03-03,0.0,16.4,25.3,21.39,7.38
2018-03-04,0.0,14.8,25.7,21.6,6.85
2018-03-05,0.1,16.7,20.6,11.86,5.33
2018-03-06,10.4,13.5,16.7,3.24,8.08
2018-03-07,0.4,11.3,15.7,13.01,4.7
2018-03-08,0.6,9.8,17.6,13.83,3.5
2018-03-09,2.3,11.3,14.2,6.32,7.76
2018-03-10,0.0,8.0,18.1,22.51,3.58
2018-03-11,0.0,8.0,19.5,21.37,8.68
2018-03-12,0.0,10.1,22.2,21.3,5.66
2018-03-13,0.8,11.3,18.2,8.0,7.99
2018-03-14,0.8,8.5,20.7,20.58,7.16
2018-03-15,0.0,13.6,22.7,15.65,6.64
2018-03-16,0.1,12.4,22.5,14.73,9.79
2018-03-17,0.0,11.9,14.9,8.23,6.34
2018-03-18,0.0,11.6,18.5,18.25,8.42
2018-03-19,0.0,13.0,23.6,15.13,7.28
2018-03-20,0.0,13.4,25.7,19.21,5.06
2018-03-21,8.3,13.1,22.7,14.03,7.78
2018-03-22,6.9,9.9,13.3,3.54,9.4
2018-03-23,5.3,8.8,12.6,5.46,4.79
2018-03-24,3.6,11.1,18.0,12.97,5.1
2018-03-25,0.0,9.6,21.8,16.42,4.34
2018-03-26,0.0,12.0,23.6,17.55,6.05
2018-03-27,2.6,12.6,25.0,11.15,9.72
2018-03-28,0.0,12.3,21.7,17.84,6.68
2018-03-29,0.4,11.4,18.2,10.99,6.58
2018-03-30,0.0,9.5,20.2,17.24,7.24
2018-03-31,1.8,10.2,24.1,13.57,11.81
2018-04-01,0.0,7.5,17.8,16.96,6.71
2018-04-02,0.0,9.4,22.4,15.03,7.5
2018-04-03,0.0,12.5,23.7,14.49,10.1
2018-04-04,0.0,11.3,22.8,13.56,8.81
2018-04-05,0.0,8.9,17.3,13.55,7.73
2018-04-06,0.0,10.3,24.5,15.54,9.45
2018-04-07,4.1,9.5,14.6,7.96,8.03
2018-04-08,0.0,7.2,18.7,11.28,8.18
2018-04-09,12.2,7.6,12.3,3.76,6.91
2018-04-10,20.0,5.2,8.5,5.3,9.17
2018-04-11,13.0,4.8,9.6,6.58,10.58
2018-04-12,0.4,1.1,12.0,6.65,5.54
2018-04-13,0.4,6.9,12.5,11.69,7.41
2018-04-14,0.1,3.6,12.9,10.09,3.16
2018-04-15,0.0,7.5,14.3,12.28,11.47
2018-04-16,3.5,11.5,19.1,11.28,9.56
2018-04-17,2.0,8.8,18.9,13.43,9.85
2018-04-18,0.0,6.0,13.7,13.16,4.92
2018-04-19,0.0,7.8,19.5,13.29,5.88
2018-04-20,0.0,9.1,20.3,12.56,7.62
2018-04-21,7.4,9.1,18.4,10.45,7.47
2018-04-22,1.8,4.9,13.6,13.06,4.66
2018-04-23,0.0,3.8,15.4,12.68,4.97
